country;region;lifeExp;gdpPercap;pop
Southington School District;Southington School District;1.645243;1.2611;521
Henderson County;Henderson County;0.760243;-0.3028;521
Glastonbury School District;Glastonbury School District;1.582243;1.7108;520
Hopkins County;Hopkins County;0.006243;-0.9539;520
Farmington Public School District;Farmington Public School District;0.955243;1.1839;520
Roseville Community Schools;Roseville Community Schools;-1.344757;-1.0413;519
Saratoga Springs City School District;Saratoga Springs City School District;1.039243;1.3407;519
Oconee County;Oconee County;1.624243;1.1423;518
Webster Parish;Webster Parish;-1.536757;-1.2024;518
Lauderdale Co. School District;Lauderdale Co. School District;-0.775757;-0.2214;518
Montclair;Montclair;1.563243;1.3326;518
Middletown City School District;Middletown City School District;-1.282757;-0.4106;518
Fond Du Lac School District;Fond Du Lac School District;-0.157757;0.0475;518
Northwest Allen County Schools;Northwest Allen County Schools;0.981243;1.2145;517
Natchitoches Parish;Natchitoches Parish;-1.742757;-1.486;517
Maize;Maize;1.003243;1.3448;516
Missoula Elem.;Missoula Elem.;1.036243;0.1539;516
Goleta Union Elementary;Goleta Union Elementary;-0.062757;1.2812;515
Merrillville Community School;Merrillville Community School;-0.089757;-0.1697;515
Stokes County Schools;Stokes County Schools;0.350243;-0.4019;515
Manassas City;Manassas City;-0.456757;0.4398;515
Muncie Community Schools;Muncie Community Schools;-0.274757;-1.6709;514
Eagle County School District No. Re;Eagle County School District No. Re;0.550243;0.9815;513
Cambridge;Cambridge;0.739243;0.3424;513
Redmond 2J;Redmond 2J;-0.310757;-0.4055;513
Gordon County;Gordon County;-0.396757;-0.1871;512
Davie County Schools;Davie County Schools;0.718243;0.3056;512
York 02;York 02;0.724243;0.1094;512
Warren County School District;Warren County School District;-1.205757;-0.7497;512
Jackson;Jackson;0.607243;-0.2321;510
East St Louis;East St Louis;-0.942757;-3.5642;510
Connetquot Central School District;Connetquot Central School District;0.666243;1.2262;510
Syosset Central School District;Syosset Central School District;2.011243;2.2114;510
White Plains City School District;White Plains City School District;-0.090757;0.6438;510
Willis;Willis;-0.192757;-0.2446;510
Linn-Mar Comm School District;Linn-Mar Comm School District;1.243243;1.1494;509
Woodhaven-Brownstown School District;Woodhaven-Brownstown School District;-0.649757;0.0996;509
Stevens Point Area School District;Stevens Point Area School District;0.562243;0.7678;509
Fowler Elementary District;Fowler Elementary District;-1.484757;-0.9364;508
Moorpark Unified;Moorpark Unified;0.146243;1.439;507
Hendry;Hendry;0.041243;-1.5493;507
Grand Haven Area Public Schools;Grand Haven Area Public Schools;0.745243;0.5165;507
Middletown City;Middletown City;-0.997757;-1.315;507
Washington Local;Washington Local;0.151243;-0.9964;507
Lake Oswego 7J;Lake Oswego 7J;2.375243;1.5069;507
Cleburne;Cleburne;-0.773757;-0.5068;507
Sherman;Sherman;-0.453757;-0.5633;507
Orcutt Union Elementary;Orcutt Union Elementary;-0.686757;0.7133;506
Lexington;Lexington;2.957243;2.1425;506
Enid;Enid;-0.442757;-0.5469;506
Lawrence County School Distrct;Lawrence County School Distrct;-0.105757;-0.3074;506
Galveston;Galveston;-0.996757;-1.039;506
Wauwatosa School District;Wauwatosa School District;1.317243;1.2014;506
Vestavia Hills City;Vestavia Hills City;2.020243;1.9553;505
Moreland Elementary;Moreland Elementary;0.568243;0.9302;505
CCSD 62;CCSD 62;0.171243;0.5396;505
Niagara Falls City School District;Niagara Falls City School District;-0.171757;-1.2615;505
Grand Forks;Grand Forks;0.458243;0.467;505
Claremont Unified;Claremont Unified;0.123243;1.1076;504
Groveport Madison Local;Groveport Madison Local;-0.655757;-0.692;504
Tredyffrin-Easttown;Tredyffrin-Easttown;1.834243;2.2207;504
Westfield-Washington Schools;Westfield-Washington Schools;1.316243;1.1723;503
South Orange-Maplewood;South Orange-Maplewood;1.441243;1.6489;503
Elmira City School District;Elmira City School District;-0.531757;-1.0174;503
Minot;Minot;0.049243;0.586;503
Anderson County School Distrct;Anderson County School Distrct;-1.188757;-0.2761;503
Sun Prairie Area School District;Sun Prairie Area School District;0.822243;0.5905;503
Shelby County;Shelby County;0.222243;0.2169;502
Avoyelles Parish;Avoyelles Parish;-1.174757;-1.2908;502
Weymouth;Weymouth;1.517243;0.539;502
Roseville Public School District;Roseville Public School District;0.729243;0.5822;502
Cheatham County School Distrct;Cheatham County School Distrct;-0.736757;0.3083;502
Longview School District;Longview School District;-0.716757;-0.7926;502
Houston County;Houston County;-0.423757;-0.2135;501
Atwater Elementary;Atwater Elementary;-1.093757;-1.073;501
Mountain View Whisman;Mountain View Whisman;0.035243;1.0426;501
Elkhorn Public Schools;Elkhorn Public Schools;0.748243;1.6429;501
Freehold Township;Freehold Township;1.302243;1.5242;501
West Orange;West Orange;0.859243;1.0851;501
Fairport Central School District;Fairport Central School District;0.543243;1.5185;501
Norristown Area;Norristown Area;-0.384757;-0.4853;501
Selma Unified;Selma Unified;-1.242757;-0.9057;500
Enterprise City;Enterprise City;0.252243;-0.1407;499
Phenix City;Phenix City;-1.095757;-1.5906;499
Okeechobee;Okeechobee;-0.205757;-0.8177;499
Portland Public Schools;Portland Public Schools;-0.317757;-0.2428;499
Lindenhurst Union Free School District;Lindenhurst Union Free School District;0.869243;1.1334;499
Andover;Andover;2.463243;1.7467;498
Rio Elementary;Rio Elementary;-2.224757;0.2941;497
Laurens County;Laurens County;-0.004757;-0.2446;497
Kingston City School District;Kingston City School District;-0.242757;0.3049;497
Northport-East Northport Union Free School District;Northport-East Northport Union Free School District;1.030243;1.465;497
Berea City;Berea City;0.640243;-0.0476;497
Bristol Township;Bristol Township;-0.055757;0.101;497
Granbury;Granbury;0.100243;0.3093;497
Brighton Area Schools;Brighton Area Schools;0.942243;1.2077;496
Mcdowell County Schools;Mcdowell County Schools;0.181243;-0.5108;496
Fayette County Schools;Fayette County Schools;-1.113757;-0.6925;496
Beloit School District;Beloit School District;-1.066757;-1.3919;496
East Hartford School District;East Hartford School District;-1.298757;-0.7709;495
Park Ridge CCSD;Park Ridge CCSD;1.416243;1.6001;495
Hickman Mills C-1;Hickman Mills C-1;-1.118757;-1.0942;495
Columbus County Schools;Columbus County Schools;-0.724757;-1.0818;495
West Bend School District;West Bend School District;0.733243;0.4216;495
Jackson Public Schools;Jackson Public Schools;-1.228757;-1.3067;494
Cave Creek Unified District;Cave Creek Unified District;0.964243;1.8768;493
M S D Decatur Township;M S D Decatur Township;0.071243;-0.1201;493
Little Elm;Little Elm;0.090243;0.5322;493
Euclid City;Euclid City;-1.278757;-1.3403;492
Mcminnville;Mcminnville;-0.012757;-0.4478;492
Manchester School District;Manchester School District;0.156243;0.3517;491
Granite City;Granite City;-0.661757;-0.663;491
West New York;West New York;0.006243;-0.9781;491
Milford Exempted Village;Milford Exempted Village;1.320243;0.9253;491
Caldwell District;Caldwell District;-0.637757;-1.2888;490
Centennial Public School District;Centennial Public School District;1.482243;1.2467;490
Lake Havasu Unified District;Lake Havasu Unified District;0.295243;-0.124;489
Brainerd Public School District;Brainerd Public School District;1.117243;0.2982;489
Laporte Community;Laporte Community;0.863243;-0.1149;488
Novi Community School District;Novi Community School District;1.839243;1.8213;488
Centennial 28J;Centennial 28J;-1.762757;-0.6569;488
North Shore;North Shore;1.645243;1.5668;487
Hartland Consolidated Schools;Hartland Consolidated Schools;0.746243;1.0444;487
Douglas County School District;Douglas County School District;-0.003757;0.6237;487
Texarkana;Texarkana;-0.379757;-1.2509;487
Lee County;Lee County;0.183243;0.4252;486
Goshen Community Schools;Goshen Community Schools;-0.960757;-0.5816;486
West Bloomfield School District;West Bloomfield School District;1.209243;1.5486;486
Sierra Vista Unified District;Sierra Vista Unified District;-0.614757;0.468;485
Johnston Comm School District;Johnston Comm School District;1.319243;1.3068;485
Southeast Polk Comm School District;Southeast Polk Comm School District;0.379243;0.9742;485
Quincy;Quincy;-0.305757;-0.1215;483
Revere;Revere;0.714243;-0.3773;483
Nacogdoches;Nacogdoches;-1.694757;-1.0963;483
Duneland School Corporation;Duneland School Corporation;0.850243;0.7744;482
Derby;Derby;0.351243;0.5718;482
Anchor Bay School District;Anchor Bay School District;0.132243;0.7167;482
Northwest R-I;Northwest R-I;0.721243;0.2284;482
Paso Robles Joint Unified;Paso Robles Joint Unified;-0.853757;0.2253;481
Culver City Unified;Culver City Unified;-0.034757;1.2924;481
Riverview Gardens;Riverview Gardens;-2.294757;-2.5738;481
Uniondale Union Free School District;Uniondale Union Free School District;-0.304757;0.6088;481
North Kitsap School District;North Kitsap School District;0.684243;0.8058;481
Orangeburg 05;Orangeburg 05;-1.685757;-2.0816;480
Murray District;Murray District;-0.071757;0.6946;480
Lakeside Union Elementary;Lakeside Union Elementary;-0.914757;0.4356;479
Wallingford School District;Wallingford School District;0.780243;0.858;479
Troy CCSD 30C;Troy CCSD 30C;-0.113757;0.8018;479
Monroe Township - Williamstown;Monroe Township - Williamstown;0.610243;0.7674;479
Reynoldsburg City;Reynoldsburg City;1.004243;-0.0898;479
Batavia USD;Batavia USD;1.464243;1.2234;478
Prince George Co. Public Schools;Prince George Co. Public Schools;0.571243;0.606;478
Valparaiso Community Schools;Valparaiso Community Schools;1.390243;0.6432;477
Snoqualmie Valley School District;Snoqualmie Valley School District;1.113243;1.2854;477
St. John the Baptist Parish;St. John the Baptist Parish;-1.277757;-1.1021;475
Mount Laurel Township;Mount Laurel Township;1.255243;1.3399;475
Newark City;Newark City;0.121243;-1.1875;475
Tazewell Co. Public Schools;Tazewell Co. Public Schools;0.391243;-0.3772;475
West Haven School District;West Haven School District;-0.515757;-0.1323;474
Strongsville City;Strongsville City;0.864243;1.3705;474
Lancaster Central School District;Lancaster Central School District;1.134243;0.9859;473
Klamath County;Klamath County;-1.327757;-0.5442;473
Smyrna School District;Smyrna School District;0.435243;0.4201;472
Lapeer Community Schools;Lapeer Community Schools;-0.113757;0.0808;472
Great Neck Union Free School District;Great Neck Union Free School District;2.119243;1.7594;472
Collinsville;Collinsville;-0.302757;-0.1243;471
Carlsbad Municipal Schools;Carlsbad Municipal Schools;-0.492757;-0.153;471
Central Islip Union Free School District;Central Islip Union Free School District;-0.989757;-0.1177;471
Camas School District;Camas School District;0.881243;1.0782;471
Michigan City Area Schools;Michigan City Area Schools;-0.467757;-1.2398;470
Billerica;Billerica;1.024243;1.0396;470
Shrewsbury;Shrewsbury;3.210243;1.7546;470
Scotland County Schools;Scotland County Schools;0.051243;-2.054;470
Woodstock;Woodstock;-0.464757;0.4146;469
Clark-Pleasant Com;Clark-Pleasant Com;0.678243;0.5241;469
Kokomo-Center Twp Con;Kokomo-Center Twp Con;0.069243;-1.4615;469
Worcester County Public Schools;Worcester County Public Schools;1.554243;0.2707;469
Dallastown Area;Dallastown Area;1.000243;0.8685;469
White Settlement;White Settlement;-0.344757;-0.2438;469
Sunnyside School District;Sunnyside School District;-1.586757;-1.7956;469
Manhattan Beach Unified;Manhattan Beach Unified;2.254243;2.299;468
Corvallis 509J;Corvallis 509J;0.264243;0.4649;468
Angleton;Angleton;0.278243;-0.1197;468
Logan District;Logan District;0.481243;0.1298;468
Wise Co. Public Schools;Wise Co. Public Schools;0.500243;-0.6448;468
Flowing Wells Unified District;Flowing Wells Unified District;-0.759757;-0.69;466
Cotati-Rohnert Park Unified;Cotati-Rohnert Park Unified;-0.984757;0.5061;466
Brookline;Brookline;2.269243;1.8292;466
Greenville Public Schools;Greenville Public Schools;-1.834757;-2.9545;466
Troy R-III;Troy R-III;-0.394757;-0.2921;466
Farmingdale Union Free School District;Farmingdale Union Free School District;0.707243;1.4758;466
Hempfield Area;Hempfield Area;0.870243;0.7771;466
Huntsville;Huntsville;-0.488757;-0.4606;466
La Crosse School District;La Crosse School District;-0.137757;0.0501;465
Hinsdale CCSD;Hinsdale CCSD;2.572243;2.5666;464
Holyoke;Holyoke;-1.711757;-2.4895;464
Freeport Union Free School District;Freeport Union Free School District;0.375243;0.0392;464
Pittsford Central School District;Pittsford Central School District;1.707243;1.9472;464
Van Buren School District;Van Buren School District;-0.662757;-0.4493;463
Leominster;Leominster;0.736243;-0.0818;463
Ritenour;Ritenour;-0.663757;-0.7311;463
Hempstead Union Free School District;Hempstead Union Free School District;-0.464757;-1.1915;463
Friendswood;Friendswood;1.154243;1.9093;463
Neenah School District;Neenah School District;0.680243;0.968;463
Rock Island;Rock Island;-1.374757;-0.603;462
Acton-Boxborough;Acton-Boxborough;2.232243;1.9752;462
Ridgewood Village;Ridgewood Village;2.611243;2.3067;462
Lakeland Central School District;Lakeland Central School District;0.845243;1.1129;462
Raymore-Peculiar R-II;Raymore-Peculiar R-II;0.554243;0.8759;461
South Huntington Union Free School District;South Huntington Union Free School District;0.175243;1.2456;461
Perkiomen Valley;Perkiomen Valley;1.626243;1.2634;461
Colleton;Colleton;-1.331757;-1.4166;461
Ukiah Unified;Ukiah Unified;-2.183757;-0.5916;460
Beauregard Parish;Beauregard Parish;-0.275757;-0.3652;460
Douglas County;Douglas County;-1.082757;-0.7221;460
Addison;Addison;-0.790757;0.0855;459
Geneva;Geneva;1.369243;1.733;459
Evangeline Parish;Evangeline Parish;-0.702757;-1.2242;459
Battle Creek Public Schools;Battle Creek Public Schools;-1.427757;-2.0378;459
Danville City;Danville City;-0.433757;-2.0119;459
Alton;Alton;-0.981757;-0.6855;458
St. Michael-Albertville School Dist.;St. Michael-Albertville School Dist.;0.860243;1.1834;458
Meridian Public School Dist.;Meridian Public School Dist.;-1.645757;-2.6749;458
Westside Community Schools;Westside Community Schools;0.992243;0.8809;458
Monroe Township;Monroe Township;1.331243;1.5881;458
Shenandoah Co. Public Schools;Shenandoah Co. Public Schools;0.048243;0.2303;458
North Brunswick Township;North Brunswick Township;0.905243;0.9713;457
Springboro Community City;Springboro Community City;1.444243;1.5509;457
Roma;Roma;-0.008757;-2.102;457
Monroe School District;Monroe School District;-0.432757;1.0178;457
Nogales Unified District;Nogales Unified District;-0.884757;-1.8868;456
Grayslake CCSD;Grayslake CCSD;0.382243;1.4017;456
Livingston Township;Livingston Township;1.993243;2.3079;456
Rescue Union Elementary;Rescue Union Elementary;0.541243;1.3851;455
Zionsville Community Schools;Zionsville Community Schools;1.749243;1.9619;455
Franklin County;Franklin County;-0.047757;-0.213;455
Hudsonville Public School District;Hudsonville Public School District;1.265243;1.3088;455
Monroe Public Schools;Monroe Public Schools;-1.107757;-0.5392;455
Hinds Co. School District;Hinds Co. School District;-1.130757;-0.3656;455
Central Consolidated Schools;Central Consolidated Schools;-1.487757;-0.8052;455
Lancaster City;Lancaster City;0.173243;-0.4815;455
Danville CCSD;Danville CCSD;-1.313757;-1.9614;454
Floyd County;Floyd County;0.659243;-1.3847;454
Flour Bluff;Flour Bluff;-0.088757;-0.5589;454
Barstow Unified;Barstow Unified;-1.170757;-0.5223;453
Lake Zurich;Lake Zurich;1.424243;1.8089;453
Bridgewater-Raynham;Bridgewater-Raynham;1.042243;1.0364;453
Sayreville;Sayreville;0.640243;0.6961;453
Texas City;Texas City;-0.584757;-0.3903;453
Tumwater School District;Tumwater School District;1.022243;0.5708;453
Logan County Schools;Logan County Schools;-0.584757;-0.7121;453
Central York;Central York;0.981243;1.1945;452
Manheim Township;Manheim Township;1.467243;0.9835;452
Middleton-Cross Plains School District;Middleton-Cross Plains School District;1.518243;1.4799;452
Everett;Everett;0.114243;-0.2067;451
Exeter Region Coop School District;Exeter Region Coop School District;0.949243;1.6101;451
Bernards Township;Bernards Township;2.690243;2.2292;451
Huber Heights City;Huber Heights City;0.208243;0.4597;451
Mount Vernon School District;Mount Vernon School District;-0.984757;-0.3574;451
Person County Schools;Person County Schools;0.383243;-0.6811;450
Forest Grove;Forest Grove;-0.950757;-0.711;450
Franklin County School Distrct;Franklin County School Distrct;-0.462757;-0.3469;450
Hamden School District;Hamden School District;-0.058757;0.8518;449
Suwannee;Suwannee;0.023243;-0.7256;449
St. Bernard Parish;St. Bernard Parish;-0.272757;-0.8135;449
Bloomfield Township;Bloomfield Township;0.955243;0.6813;449
Wilson;Wilson;1.491243;0.7375;449
Dinuba Unified;Dinuba Unified;-1.368757;-1.043;448
School City of East Chicago;School City of East Chicago;-0.583757;-2.5077;448
Pasquotank County Schools;Pasquotank County Schools;-0.328757;-0.6865;448
Bethel;Bethel;-0.374757;-0.4037;448
Newberry;Newberry;-1.204757;-0.7378;448
Oak Creek-Franklin School District;Oak Creek-Franklin School District;0.126243;0.9641;448
Jackson County;Jackson County;-0.122757;-0.4012;447
Ware County;Ware County;-0.139757;-0.6796;447
Dodge City;Dodge City;-0.313757;0.1352;447
Baldwinsville Central School District;Baldwinsville Central School District;0.683243;0.9129;447
Mooresville City Schools;Mooresville City Schools;1.042243;0.1445;447
Lewis-Palmer Consolidated, School District No. 38, In The Co;Lewis-Palmer Consolidated, School District No. 38, In The Co;1.580243;1.9078;446
Westport School District;Westport School District;2.207243;2.3049;446
Peabody;Peabody;1.036243;0.6402;446
Alamogordo Public Schools;Alamogordo Public Schools;-0.378757;0.0089;446
Jackson Local;Jackson Local;1.646243;1.2181;446
Linden;Linden;-0.579757;-0.08;445
Azle;Azle;0.161243;-0.1034;445
Prescott Unified District;Prescott Unified District;0.081243;0.3759;444
Muskogee;Muskogee;-0.722757;-1.5133;444
Galt Joint Union Elementary;Galt Joint Union Elementary;-0.690757;0.0953;442
Attleboro;Attleboro;1.191243;0.5174;442
Holt Public Schools;Holt Public Schools;0.118243;0.3262;442
Scotch Plains-Fanwood;Scotch Plains-Fanwood;1.775243;1.8551;442
Oceanside Union Free School District;Oceanside Union Free School District;1.283243;1.7107;442
Loudon County School District;Loudon County School District;-0.786757;0.1159;441
Dekalb;Dekalb;-0.073757;0.2821;440
Gulfport School Dist.;Gulfport School Dist.;0.139243;-0.9929;440
Yadkin County Schools;Yadkin County Schools;0.089243;-0.089;440
Upper Arlington City;Upper Arlington City;1.068243;1.887;440
Plain Local;Plain Local;0.586243;-0.0857;440
Braintree;Braintree;1.699243;0.799;439
Nye County School District;Nye County School District;-1.033757;-0.856;439
Centennial;Centennial;0.473243;0.9652;439
Lindbergh R-VIII;Lindbergh R-VIII;1.951243;1.1568;438
Waynesville R-VI;Waynesville R-VI;0.189243;0.337;438
Red Lion Area;Red Lion Area;0.254243;0.6001;438
Monrovia Unified;Monrovia Unified;-0.641757;0.3765;437
Patterson Joint Unified;Patterson Joint Unified;-1.384757;-0.0776;437
Bay Shore Union Free School District;Bay Shore Union Free School District;0.168243;0.8384;437
Laurens 55;Laurens 55;-1.018757;-0.6433;437
Buffalo Public School District;Buffalo Public School District;0.769243;0.9266;436
Atlantic City;Atlantic City;-0.812757;-1.7602;436
Woonsocket;Woonsocket;-0.839757;-1.3882;436
Montrose County School District Re-1J;Montrose County School District Re-1J;0.129243;0.0419;435
Auburn Washburn;Auburn Washburn;1.230243;1.2685;435
Marlborough;Marlborough;0.893243;0.6993;435
Nixa R-II;Nixa R-II;0.907243;0.4462;435
Ramona City Unified;Ramona City Unified;-0.467757;0.7182;434
Rome City;Rome City;-0.584757;-1.0575;434
Post Falls District;Post Falls District;0.157243;-0.3861;434
Brea-Olinda Unified;Brea-Olinda Unified;0.542243;1.0845;433
Marshall County;Marshall County;-0.339757;-0.2497;432
Redding Elementary;Redding Elementary;-0.810757;-0.7528;432
Pine Bush Central School District;Pine Bush Central School District;0.359243;0.8592;432
Lebanon City;Lebanon City;0.826243;0.4548;432
Wasatch District;Wasatch District;0.127243;1.0648;432
Liberty Elementary District;Liberty Elementary District;-0.842757;0.6147;431
West Memphis School District;West Memphis School District;-0.189757;-3.0704;431
Armstrong;Armstrong;0.503243;-0.1304;431
Ennis;Ennis;-0.118757;-0.601;431
Hutto;Hutto;-0.715757;0.3109;431
Mercedes;Mercedes;-1.439757;-2.4998;431
Gadsden;Gadsden;-0.327757;-1.7151;430
Haverford Township;Haverford Township;1.671243;1.7017;430
Campbell County School Distrct;Campbell County School Distrct;-1.260757;-0.8376;430
Carter County School District;Carter County School District;-0.974757;-0.8071;430
Jefferson Davis Parish;Jefferson Davis Parish;-0.028757;-0.4667;429
Lincoln Parish;Lincoln Parish;-1.013757;-1.1093;429
Westfield;Westfield;0.774243;0.2378;429
School District of Ypsilanti;School District of Ypsilanti;-1.478757;-1.4124;429
Ocean Springs School Dist.;Ocean Springs School Dist.;0.193243;0.5912;429
Binghamton City School District;Binghamton City School District;-0.795757;-1.5722;429
Grants Pass;Grants Pass;-0.067757;-0.746;429
Canutillo;Canutillo;-0.515757;-0.594;429
Corsicana;Corsicana;-0.234757;-0.9756;429
Walla Walla School District;Walla Walla School District;-0.685757;-0.6163;429
Sweetwater County School District #1;Sweetwater County School District #1;-0.307757;0.6041;429
Baldwin County;Baldwin County;-0.896757;-0.9103;428
Huntington Co Com;Huntington Co Com;0.208243;-0.0796;428
Manhattan-Ogden;Manhattan-Ogden;0.664243;0.8022;428
Winslow Township;Winslow Township;-0.398757;0.5665;428
Northampton Area;Northampton Area;0.727243;0.902;428
Yorkville;Yorkville;0.377243;1.1632;427
Sahuarita Unified District;Sahuarita Unified District;-0.178757;0.8264;426
Solana Beach Elementary;Solana Beach Elementary;1.907243;2.0656;426
CCSD 93;CCSD 93;0.465243;0.4771;426
Minooka CCSD;Minooka CCSD;0.640243;0.9342;426
Kearny;Kearny;-0.088757;0.0355;426
Bartlesville;Bartlesville;0.692243;0.1944;426
Apache Junction Unified District;Apache Junction Unified District;-0.922757;-0.0973;425
Jones County;Jones County;-0.274757;-0.0887;425
West Chicago ESD;West Chicago ESD;-1.754757;0.2551;425
Grandville Public Schools;Grandville Public Schools;0.932243;0.8233;425
Pleasant Valley;Pleasant Valley;0.374243;0.6939;425
University Place School District;University Place School District;0.765243;0.3019;425
Shelton School District;Shelton School District;0.887243;1.1514;424
Needham;Needham;2.093243;2.0901;424
Cleveland Heights-University Heights City;Cleveland Heights-University Heights City;-0.690757;-0.1895;424
Miamisburg City;Miamisburg City;0.737243;0.337;424
San Rafael City Elementary;San Rafael City Elementary;-0.627757;0.5933;423
J O Combs Unified School District;J O Combs Unified School District;-0.827757;0.4032;422
Ravenswood City Elementary;Ravenswood City Elementary;-2.088757;-0.2613;422
Kirby;Kirby;0.551243;1.1166;422
Davison Community Schools;Davison Community Schools;0.632243;0.1289;422
Waller;Waller;0.066243;-0.228;422
Gloucester Co. Public Schools;Gloucester Co. Public Schools;0.697243;0.7852;422
Hudson School District;Hudson School District;0.926243;1.1916;422
Roaring Fork School District No. Re-1;Roaring Fork School District No. Re-1;0.426243;0.8715;421
Pittsfield;Pittsfield;0.734243;-0.4409;421
Zeeland Public Schools;Zeeland Public Schools;-0.055757;0.4254;421
Plainview;Plainview;-0.516757;-0.6739;421
Newtown School District;Newtown School District;1.998243;1.8519;420
Ozark R-VI;Ozark R-VI;0.673243;0.7387;420
Derry School District;Derry School District;0.999243;0.5997;420
Warren City;Warren City;-1.881757;-2.2562;419
Marshall;Marshall;-1.029757;-0.8991;419
D C Everest Area School District;D C Everest Area School District;0.382243;0.8042;419
Charter Oak Unified;Charter Oak Unified;-0.338757;0.4552;418
Levy;Levy;-0.144757;-1.1273;418
Hawthorn CCSD;Hawthorn CCSD;1.082243;1.4615;418
Galloway Township;Galloway Township;-0.035757;0.7055;418
Ridgefield School District;Ridgefield School District;2.198243;2.3809;417
Wilmette;Wilmette;2.134243;2.5197;417
Mifflin County;Mifflin County;0.153243;-0.1799;417
Eastmont School District;Eastmont School District;-0.070757;0.0074;417
Temple City Unified;Temple City Unified;1.006243;0.6133;416
Kuna Joint District;Kuna Joint District;-0.576757;0.6451;416
Alexander County Schools;Alexander County Schools;0.614243;-0.262;416
Lemon Grove;Lemon Grove;-1.384757;-0.2695;415
East Detroit Public Schools;East Detroit Public Schools;-1.713757;-1.4104;415
Northmont City;Northmont City;0.901243;0.6829;415
Jonesboro School District;Jonesboro School District;-0.649757;-1.472;414
Berwyn South;Berwyn South;-0.720757;-0.2669;414
Moorhead Public School District;Moorhead Public School District;0.085243;0.5238;414
Randolph Township;Randolph Township;1.480243;2.2205;414
Yelm School District;Yelm School District;0.615243;0.4093;414
Westford;Westford;2.579243;1.9598;413
Ridley;Ridley;0.032243;0.3321;413
Marshall County School Distrct;Marshall County School Distrct;-0.928757;-0.5896;413
San Gabriel Unified;San Gabriel Unified;-0.034757;0.5307;412
Enfield School District;Enfield School District;0.903243;0.6156;412
Chelsea;Chelsea;-0.011757;-1.4703;412
Southgate Community School District;Southgate Community School District;-0.359757;0.3123;412
Quakertown Community;Quakertown Community;1.669243;1.046;412
Norwich School District;Norwich School District;-1.000757;-0.4894;411
Halifax Co. Public Schools;Halifax Co. Public Schools;0.310243;-0.9397;411
Washington Parish;Washington Parish;-1.174757;-1.6402;410
Wyoming Public Schools;Wyoming Public Schools;-0.474757;-1.0294;410
Bloomfield Hills School District;Bloomfield Hills School District;1.609243;1.7872;409
Romeo Community Schools;Romeo Community Schools;-0.432757;0.2068;409
Howard-Suamico School District;Howard-Suamico School District;0.976243;0.825;409
Norris Elementary;Norris Elementary;-0.029757;1.3077;408
Sierra Sands Unified;Sierra Sands Unified;-0.796757;-0.1248;408
Clark County;Clark County;-0.084757;-0.505;408
Chelmsford;Chelmsford;1.969243;1.5328;408
Bozeman Elem.;Bozeman Elem.;1.364243;0.9899;408
Rush-Henrietta Central School District;Rush-Henrietta Central School District;0.686243;0.8369;408
Mcminn County School District;Mcminn County School District;-1.156757;-0.2534;408
Pennsauken Township;Pennsauken Township;-0.610757;0.0977;407
Lakewood City;Lakewood City;0.396243;-0.5539;407
Burton Elementary;Burton Elementary;-1.033757;0.1003;406
Hardee;Hardee;0.325243;-1.1239;406
Pattonville R-III;Pattonville R-III;0.452243;0.1481;406
Stow-Munroe Falls City;Stow-Munroe Falls City;0.945243;1.0128;406
Marysville Exempted Village;Marysville Exempted Village;0.679243;0.8277;406
Findlay City;Findlay City;0.297243;-0.1764;406
Woodburn;Woodburn;-2.376757;-0.787;406
Flemington-Raritan Region;Flemington-Raritan Region;1.608243;1.4194;405
Montgomery Township;Montgomery Township;1.694243;2.3026;405
Chester 01;Chester 01;-1.542757;-1.8048;405
Gadsden City;Gadsden City;-1.084757;-1.7193;404
Brawley Elementary;Brawley Elementary;-1.554757;-1.3521;404
North Colonie CSD;North Colonie CSD;0.453243;NA;404
Orchard Park Central School District;Orchard Park Central School District;1.313243;1.5631;404
Bullhead City School District;Bullhead City School District;-1.397757;-2.0604;403
Bemidji Public School District;Bemidji Public School District;0.055243;0.126;403
Kannapolis City Schools;Kannapolis City Schools;-0.238757;-1.2112;403
Arlington School District;Arlington School District;0.211243;0.6782;403
Decatur County;Decatur County;-0.287757;-1.1343;402
Wayne County;Wayne County;-0.759757;-0.5841;402
Bloomington;Bloomington;0.383243;0.2676;402
Stroudsburg Area;Stroudsburg Area;0.475243;0.8219;402
Thomas County;Thomas County;-0.262757;-0.5424;401
East Windsor Regional;East Windsor Regional;0.728243;1.086;401
Hicksville Union Free School District;Hicksville Union Free School District;0.818243;1.1272;401
Shaker Heights City;Shaker Heights City;1.467243;0.6646;401
Cassia County Joint District;Cassia County Joint District;-0.189757;0.1178;400
Garfield;Garfield;0.235243;-0.5314;400
West Islip Union Free School District;West Islip Union Free School District;0.563243;1.3714;400
Stillwater;Stillwater;-0.011757;0.5746;400
Norwin;Norwin;1.499243;1.1031;400
Owen J Roberts;Owen J Roberts;1.322243;1.3592;400
William Penn;William Penn;-1.646757;-1.1695;399
Franklin City Elementary;Franklin City Elementary;0.915243;0.6104;399
Oak Harbor School District;Oak Harbor School District;-0.027757;0.124;399
M S D Martinsville Schools;M S D Martinsville Schools;0.484243;-0.2335;398
Barnstable;Barnstable;1.602243;0.7142;398
Holland City School District;Holland City School District;-0.445757;-0.1276;398
Deming Public Schools;Deming Public Schools;-2.164757;-1.9633;398
